aid,ts,type,session
591008,1661414098479,clicks,448
548176,1661444646833,clicks,448
1172345,1661444863733,clicks,448
547769,1661581347556,clicks,448
1356028,1661581528065,clicks,448
1356028,1661581560295,clicks,448
535201,1661581581520,clicks,448
372354,1661621318537,clicks,448
1030608,1661626293972,clicks,448
1030608,1661626303497,clicks,448
120410,1661626413914,clicks,448
120410,1661626432523,clicks,448
1042654,1661626469925,clicks,448
1135958,1661626543758,clicks,448
1390007,1661626651034,clicks,448
1390007,1661626685792,carts,448
884294,1661626777023,clicks,448
884294,1661626808575,clicks,448
1487422,1661626869101,clicks,448
1026447,1661626937341,clicks,448
1064376,1661626962289,clicks,448
604049,1661626974683,clicks,448
1292163,1661626989184,clicks,448
1487575,1661627171942,clicks,448
1228323,1661627267623,clicks,448
1390007,1661627372039,clicks,448
1390007,1661627387495,clicks,448
1145089,1661630815869,clicks,448
1292163,1661640260621,clicks,448
1145089,1661640272006,clicks,448
669165,1661640341258,clicks,448
315908,1661640373201,clicks,448
359870,1661640669656,clicks,448
89375,1661640691022,clicks,448
839143,1661640790893,clicks,448
379296,1661665652855,clicks,448
1375216,1661688467060,clicks,448
1446430,1661688492730,clicks,448
317328,1661688535556,clicks,448
317328,1661688570163,clicks,448
317328,1661688576382,carts,448
801707,1661688720757,clicks,448
126326,1661688764299,clicks,448
494357,1661688778956,clicks,448
1067951,1661688879222,clicks,448
1301606,1661689014787,clicks,448
393104,1661689074793,clicks,448
912271,1661689099276,clicks,448
257404,1661689137862,clicks,448
723497,1661689219735,clicks,448
1849385,1661689328830,clicks,448
1601501,1661689344918,clicks,448
317328,1661690309745,clicks,448
638925,1661690329800,clicks,448
1227029,1661690544353,clicks,448
1227029,1661690635555,clicks,448
1227029,1661690654664,carts,448
317328,1661690659286,clicks,448
317328,1661690764075,orders,448
1227029,1661690764075,orders,448
1122476,1661720593500,clicks,448
1122476,1661720640412,clicks,448
1382137,1661720682440,clicks,448
1457779,1661720728464,clicks,448
881391,1661720750094,clicks,448
1548742,1659304807252,carts,449
1359971,1659304812441,clicks,449
1614431,1659363365044,clicks,449
1548742,1659873549244,orders,449
1238307,1659304807274,clicks,450
1286636,1659304835397,clicks,450
1286636,1659342959690,clicks,450
792934,1659343007254,clicks,450
1286636,1659343081784,clicks,450
1238307,1659343098723,clicks,450
792934,1659343136049,clicks,450
1853067,1659343152326,clicks,450
1154487,1659343254638,clicks,450
1154487,1659343304532,carts,450
1853067,1659343308953,clicks,450
792934,1659343322035,clicks,450
1286636,1659343336427,clicks,450
793806,1659343370444,clicks,450
1238307,1659343786365,clicks,450
1154487,1659344053346,clicks,450
381532,1659373959540,clicks,450
1660312,1659380535477,clicks,450
605748,1659380966390,clicks,450
605748,1659380975592,carts,450
229899,1659381000008,clicks,450
605748,1659381023960,clicks,450
316620,1659381077562,clicks,450
316620,1659381134984,carts,450
316620,1659381160329,clicks,450
316620,1659381224654,carts,450
1506563,1659381328030,clicks,450
605748,1659381477929,clicks,450
605748,1659381511956,clicks,450
409381,1659381556923,clicks,450
605748,1659381590151,clicks,450
409381,1659381670429,clicks,450
1506563,1659381727276,clicks,450
316620,1659382080721,clicks,450
1506563,1659382181978,clicks,450
316620,1659382382732,clicks,450
1506563,1659382399406,clicks,450
316620,1659382414694,clicks,450
1506563,1659382516875,clicks,450
605748,1659382535433,clicks,450
316620,1659382568070,clicks,450
605748,1659382600957,clicks,450
409381,1659382631264,clicks,450
605748,1659382654424,clicks,450
409381,1659382674736,clicks,450
605748,1659382735068,clicks,450
605748,1659382760970,clicks,450
316620,1659382806084,clicks,450
1506563,1659382862939,clicks,450
316620,1659382912554,clicks,450
688140,1659384634928,clicks,450
316620,1659384647617,clicks,450
409381,1659384738210,clicks,450
526559,1659384847557,clicks,450
605748,1659384912208,clicks,450
605748,1659384928086,clicks,450
409381,1659384954811,clicks,450
1506563,1659385003927,clicks,450
409381,1659385060943,clicks,450
1506563,1659385102512,clicks,450
229899,1659385162315,clicks,450
359326,1659469900170,clicks,450
1376092,1659469957691,clicks,450
316620,1659470017512,clicks,450
1260145,1661031026483,clicks,450
639338,1659304807276,clicks,451
577040,1659304822638,clicks,451
673368,1659304869093,clicks,451
744090,1659304883743,clicks,451
744090,1659304917616,clicks,451
744090,1659304927115,carts,451
1431923,1659304943908,clicks,451
156538,1659304994523,clicks,451
1026532,1659305004650,clicks,451
1319730,1659305017235,clicks,451
1392567,1659305048676,clicks,451
553961,1659305107591,clicks,451
1589370,1659305124926,clicks,451
1780867,1659305203068,clicks,451
472826,1660159537065,clicks,451
202774,1659304807281,carts,452
878730,1659305015501,clicks,452
963626,1659305356819,clicks,452
699837,1659305470071,clicks,452
900208,1659305552634,clicks,452
1698959,1659306022346,clicks,452
1698959,1659306105781,clicks,452
832192,1659306188253,clicks,452
544900,1659306282753,clicks,452
1663535,1659306339963,clicks,452
1698959,1659306703113,clicks,452
202774,1659306813968,clicks,452
202774,1659346210704,clicks,452
202774,1659346301153,clicks,452
202774,1659346308935,clicks,452
1689224,1659366938582,clicks,452
1270623,1659369323289,clicks,452
962190,1659369376761,clicks,452
1110548,1659371982458,clicks,452
202774,1659563616081,clicks,452
799227,1659564276892,clicks,452
799227,1659564359291,clicks,452
202774,1659564393741,clicks,452
799227,1659564473681,clicks,452
586206,1659564823320,clicks,452
799227,1659564845022,clicks,452
202774,1659564859595,clicks,452
543682,1659564889811,clicks,452
586206,1659565611975,clicks,452
202774,1659567420012,clicks,452
202774,1659567511658,clicks,452
202774,1659572530209,clicks,452
878730,1659572930723,clicks,452
878730,1659572989165,carts,452
878730,1659573005546,clicks,452
878730,1659573026638,clicks,452
1778177,1659573294306,clicks,452
1714823,1659573383757,clicks,452
1503254,1660200666532,clicks,452
951513,1660320132013,clicks,452
586206,1660320372943,clicks,452
586206,1660384362862,clicks,452
878730,1660390856771,clicks,452
878730,1660391127279,clicks,452
878730,1660411320652,clicks,452
919744,1660412037504,clicks,452
304579,1660412094075,clicks,452
837248,1660412166078,clicks,452
1803288,1660427833233,clicks,452
304579,1660429786794,clicks,452
202774,1660475306348,clicks,452
202774,1660475324416,clicks,452
878730,1660478269227,clicks,452
202774,1660478873559,clicks,452
202774,1660589100437,clicks,452
884251,1660589399741,clicks,452
199409,1660817235967,clicks,452
1460138,1661017929630,clicks,452
1460138,1661017963071,clicks,452
1460138,1661018298299,clicks,452
1460138,1661018316568,clicks,452
1460138,1661018319837,clicks,452
1460138,1661018325432,clicks,452
1278483,1661118797051,clicks,452
304579,1661139954869,clicks,452
304579,1661140277151,clicks,452
304579,1661140356615,clicks,452
837248,1661140389084,clicks,452
1460138,1661140417382,clicks,452
837248,1661140861984,clicks,452
837248,1661140951394,clicks,452
837248,1661141000034,clicks,452
202774,1661204558527,clicks,452
837248,1661362098458,clicks,452
1149615,1661395484953,clicks,452
202774,1661395509827,clicks,452
1796103,1661395992090,clicks,452
1098846,1661396163158,clicks,452
202774,1661396532763,clicks,452
202774,1661397588513,carts,452
837248,1661397604594,carts,452
878730,1661397853741,clicks,452
878730,1661397861036,carts,452
865695,1661459774926,clicks,452
299276,1661459816017,clicks,452
202774,1661590463678,clicks,452
304579,1661615021471,clicks,452
878730,1661666343664,clicks,452
202774,1661668966238,clicks,452
202774,1661669218079,clicks,452
534317,1661669470827,clicks,452
202774,1661707644196,clicks,452
426651,1661711885582,clicks,452
426651,1661711885718,clicks,452
426651,1661713419814,clicks,452
1345573,1659304807301,clicks,453
1418381,1659304951032,clicks,453
1176543,1659962355492,clicks,453
470430,1659962366336,clicks,453
62335,1659962374946,clicks,453
62335,1659962435863,carts,453
470430,1659962441733,carts,453
1176543,1659962445596,carts,453
312941,1659962461820,clicks,453
798652,1659962479466,clicks,453
1427481,1659962515374,clicks,453
1427481,1659962522825,carts,453
62335,1659962683715,orders,453
470430,1659962683715,orders,453
1176543,1659962683715,orders,453
1427481,1659962783786,carts,453
847687,1659962832908,clicks,453
608398,1659962881057,clicks,453
1427481,1659962916115,clicks,453
1072213,1659962948342,clicks,453
1072213,1659963035569,clicks,453
1072213,1659963059158,clicks,453
39282,1659963079216,clicks,453
281449,1659963206737,carts,453
1427481,1659963215801,carts,453
1427481,1659963361638,clicks,453
281449,1659963369235,clicks,453
281449,1659963379269,clicks,453
295283,1659963436820,clicks,453
295283,1659963448817,carts,453
40082,1659963482226,clicks,453
40082,1659963512652,carts,453
1683606,1659963519743,clicks,453
358794,1659963533749,clicks,453
358794,1659963542467,carts,453
386513,1659963549809,clicks,453
1524624,1659963563891,clicks,453
1524624,1659963572598,carts,453
1319080,1659963582868,clicks,453
108378,1659963595473,clicks,453
108378,1659963604640,carts,453
563115,1659963612235,clicks,453
563115,1659963621794,carts,453
479970,1659963643103,clicks,453
479970,1659963650602,carts,453
698950,1659963682771,carts,453
1519147,1659963694464,carts,453
467171,1659963748045,carts,453
370276,1659963754591,carts,453
370276,1659963759685,carts,453
595004,1659963770937,carts,453
354755,1659964351830,carts,453
608398,1659964381212,carts,453
1347014,1659971355142,clicks,453
231060,1659971366894,clicks,453
921216,1659971378104,clicks,453
1105797,1659971401184,clicks,453
621293,1659971653332,clicks,453
1629353,1659971667594,clicks,453
325715,1659971700665,clicks,453
332835,1659971711733,clicks,453
609745,1659971724550,clicks,453
716142,1659971752014,clicks,453
1132483,1659973881800,clicks,453
595004,1659973889841,clicks,453
91048,1659973909652,clicks,453
520987,1659974554576,clicks,453
520987,1659974847425,clicks,453
520987,1659974876060,carts,453
363670,1659977498205,clicks,453
1253950,1659981004333,clicks,453
1785780,1659981383176,clicks,453
1785780,1659981411950,clicks,453
431059,1659981453706,clicks,453
563401,1659981463109,clicks,453
557264,1659981534760,clicks,453
1398785,1659981544635,clicks,453
200888,1659981572875,clicks,453
1785780,1659981689833,clicks,453
1427481,1659985281111,clicks,453
40082,1659985498990,orders,453
354755,1659985498990,orders,453
1427481,1659985498990,orders,453
467171,1659985498990,orders,453
479970,1659985498990,orders,453
358794,1659985498990,orders,453
295283,1659985498990,orders,453
108378,1659985498990,orders,453
1409901,1660137166457,clicks,453
717558,1660151522704,clicks,453
717558,1660151527494,carts,453
1019535,1660249687752,clicks,453
205913,1660250858049,clicks,453
592163,1660250967844,clicks,453
1776259,1660251005289,clicks,453
592163,1660251018933,clicks,453
5776,1660251030551,clicks,453
592163,1660251036801,clicks,453
1227337,1660251050086,clicks,453
592163,1660251054157,clicks,453
134980,1660252402902,clicks,453
627880,1660252619684,clicks,453
983542,1660253847807,clicks,453
98647,1660380315897,clicks,453
983542,1660483916880,clicks,453
983542,1660483941301,carts,453
686157,1660483986865,clicks,453
1837714,1660484016245,clicks,453
1622161,1660508560261,clicks,453
895744,1660508581022,clicks,453
1622161,1660508589986,clicks,453
1529165,1660508639051,clicks,453
1622161,1660508645909,clicks,453
1275942,1660508691420,clicks,453
1409901,1660679171164,clicks,453
1596524,1660679192810,clicks,453
1409901,1660679251358,clicks,453
1599316,1660679276929,clicks,453
1329726,1660679294318,clicks,453
540279,1660679323932,clicks,453
1685034,1660679359009,clicks,453
798291,1660679797876,clicks,453
1709759,1660680088367,clicks,453
298458,1660680579160,clicks,453
1016317,1660680739842,clicks,453
158858,1660680840174,clicks,453
1516233,1660944303170,clicks,453
1622161,1660944379410,clicks,453
1776259,1660944384797,clicks,453
1296903,1660944714656,clicks,453
1249708,1660945354579,clicks,453
1413200,1660945388542,clicks,453
189302,1660945570732,clicks,453
446025,1660945584845,clicks,453
1351745,1660945619984,clicks,453
421707,1660945766206,clicks,453
421707,1660945773288,clicks,453
1810760,1660945781248,clicks,453
1810760,1660945785961,clicks,453
1332835,1661079922577,clicks,453
103091,1661079932999,clicks,453
469933,1661079978147,clicks,453
103091,1661079979350,clicks,453
103091,1661080140660,clicks,453
68752,1661084584327,clicks,453
470883,1661084703021,clicks,453
479970,1661085141283,clicks,453
983542,1661110092986,clicks,453
292105,1661110127704,clicks,453
983542,1661110130077,clicks,453
1008370,1661110179242,clicks,453
983542,1661110200223,clicks,453
843000,1661110234500,clicks,453
983542,1661110247325,clicks,453
1703314,1661110261497,clicks,453
983542,1661110268919,clicks,453
1373700,1661110306857,clicks,453
983542,1661110321130,clicks,453
983542,1661110740650,carts,453
103091,1661179998441,clicks,453
1622161,1661180191246,clicks,453
1622161,1661180220543,clicks,453
1622161,1661180241400,carts,453
1622161,1661180384541,carts,453
1409901,1661180392620,clicks,453
1105797,1661180405199,clicks,453
1689819,1661180412817,clicks,453
201294,1661201194998,clicks,453
476254,1661201272258,clicks,453
331357,1661201346655,clicks,453
822013,1661201406901,clicks,453
582491,1661201473745,clicks,453
938021,1661201551550,clicks,453
1642626,1661204230663,clicks,453
1642626,1661204230663,clicks,453
983542,1661204463897,clicks,453
413138,1661204483922,carts,453
983542,1661204640065,orders,453
1622161,1661204640065,orders,453
1319514,1661705666618,clicks,453
59888,1659304807343,clicks,454
774852,1659304818159,clicks,454
1623105,1659304824867,clicks,454
1167702,1659304901579,clicks,454
899460,1659305189108,clicks,454
197463,1659305253070,clicks,454
197463,1659305266573,clicks,454
1136182,1659305313852,clicks,454
1750531,1659305683621,clicks,454
972462,1659305704026,clicks,454
1455251,1659305715576,clicks,454
1455251,1659305782030,clicks,454
1647810,1659305864675,clicks,454
1785756,1659305913790,clicks,454
1508031,1659305947142,clicks,454
1136182,1659305964015,clicks,454
369921,1659357266291,clicks,454
227799,1659357317690,clicks,454
114278,1659357363571,clicks,454
1506403,1659304807366,clicks,455
1486085,1659481957791,clicks,455
1796592,1659566387626,clicks,455
418026,1659566921494,clicks,455
1848394,1659566988383,clicks,455
617424,1659567003761,clicks,455
290190,1659567069585,clicks,455
1308473,1659567147019,clicks,455
1370416,1659567289298,clicks,455
627174,1659567387665,clicks,455
1239706,1659567481067,clicks,455
1302703,1659658955697,clicks,455
121727,1659660533050,clicks,455
887431,1659660559273,clicks,455
121727,1659660812909,clicks,455
1428859,1659687619302,clicks,455
408561,1659744322462,clicks,455
1672196,1659825845864,clicks,455
246458,1660043775252,clicks,455
637929,1660086962680,clicks,455
1751621,1660089589420,clicks,455
1751621,1660089623193,clicks,455
1751621,1660089626110,carts,455
1156699,1660350250164,clicks,455
523184,1660350332945,clicks,455
523184,1660350528019,clicks,455
1670605,1660378582981,clicks,455
275028,1660378643665,clicks,455
523184,1660378775362,clicks,455
769668,1660378923436,clicks,455
769668,1660382316388,clicks,455
523184,1660386098985,clicks,455
523184,1660386182942,clicks,455
911041,1660386209113,clicks,455
523184,1660386318962,clicks,455
523184,1660386328852,carts,455
1751621,1660392159680,clicks,455
132109,1660392832566,clicks,455
226025,1660394299238,clicks,455
132109,1660394304830,clicks,455
132109,1660394337311,clicks,455
1156699,1660394793063,clicks,455
508883,1660395487657,clicks,455
508883,1660395615299,clicks,455
1217083,1660395797171,clicks,455
226025,1660430503441,clicks,455
1217083,1660430524495,clicks,455
1217083,1660430811999,clicks,455
1217083,1660430826365,carts,455
523184,1660433794834,clicks,455
846387,1659304807369,clicks,456
609429,1659304836463,clicks,456
1788615,1659304918312,clicks,456
1748313,1659304976556,clicks,456
1604220,1659305112295,clicks,456
7903,1659359549186,clicks,456
763109,1659359593221,clicks,456
743009,1659360086828,clicks,456
676606,1659360155468,clicks,456
441217,1659360221275,clicks,456
1083299,1659360262834,clicks,456
1024119,1659360668046,clicks,456
1083299,1659360679511,clicks,456
1231898,1659555508187,clicks,456
1231898,1659555568729,clicks,456
7903,1659555592781,clicks,456
1170894,1659555650882,clicks,456
1580498,1659555757791,clicks,456
986465,1659556067048,clicks,456
787236,1659556103264,clicks,456
812004,1659556121718,clicks,456
787236,1659556146062,clicks,456
812004,1659556148995,clicks,456
672106,1659556162202,clicks,456
529675,1659556187608,clicks,456
1521258,1659556325246,clicks,456
812004,1659556374657,clicks,456
182613,1659556395033,clicks,456
529056,1659556413442,clicks,456
1472426,1659556528750,clicks,456
1588163,1659556580611,clicks,456
70837,1659556602343,clicks,456
14448,1659556637858,clicks,456
1167424,1659556657386,clicks,456
717356,1659556718294,clicks,456
587956,1661088394736,clicks,456
1004948,1659304807388,carts,457
24507,1659304829746,clicks,457
1077147,1659304872265,clicks,457
546826,1659304909421,clicks,457
1005238,1659304957893,clicks,457
363129,1659305019518,clicks,457
570746,1659305080939,clicks,457
350063,1659332034084,clicks,457
78628,1659332109958,clicks,457
1004948,1659339444416,clicks,457
363419,1659339493420,clicks,457
1004948,1659339516880,clicks,457
363419,1659339531342,clicks,457
363419,1659339640440,orders,457
112294,1659339640440,orders,457
398260,1659444487991,clicks,457
471005,1660419677525,clicks,457
1447165,1660419813526,clicks,457
1447165,1660419889813,clicks,457
464027,1661197236298,clicks,457
1091093,1661197340747,clicks,457
1510820,1661197382722,clicks,457
858868,1661197399693,clicks,457
693705,1661197644672,clicks,457
858868,1661197764854,clicks,457
587021,1661198013215,clicks,457
587021,1661198214850,clicks,457
695464,1661198271789,clicks,457
587021,1661198387719,clicks,457
835805,1661198407953,clicks,457
587021,1661198631625,clicks,457
97845,1661198684525,clicks,457
587021,1661198767974,clicks,457
1403223,1661198905920,clicks,457
587021,1661198936392,clicks,457
42894,1661198981474,clicks,457
835805,1661199111017,clicks,457
300273,1661199150328,carts,457
300273,1661199204143,clicks,457
1569474,1661264088538,clicks,457
1569474,1661264088648,clicks,457
1569474,1661264172150,carts,457
1569474,1661264415768,orders,457
300273,1661283497163,carts,457
300273,1661284023074,orders,457
664490,1661285067541,clicks,457
271231,1661285157646,clicks,457
1477875,1661285432322,carts,457
1477875,1661285735361,clicks,457
664490,1661285965332,clicks,457
1567816,1661286026319,clicks,457
1099148,1661286105475,clicks,457
584481,1659304807409,clicks,458
42857,1659304856228,clicks,458
408193,1659304925306,clicks,458
992525,1659304962024,clicks,458
276916,1659305032644,clicks,458
481745,1659305091792,clicks,458
1745710,1659305203515,clicks,458
1429819,1659305248920,clicks,458
1720329,1659334613732,clicks,458
125448,1659304807438,clicks,459
1578102,1659304835166,clicks,459
89080,1659310464822,clicks,459
125448,1659355563638,clicks,459
1347221,1659357283688,clicks,459
164205,1659357295894,clicks,459
1347221,1659357316753,clicks,459
1330569,1659357324950,clicks,459
1844287,1659357356260,clicks,459
1330569,1659357357699,clicks,459
1347221,1659357414896,clicks,459
1712475,1659357426910,clicks,459
1347221,1659357430414,clicks,459
86552,1659357466922,clicks,459
1347221,1659357485014,clicks,459
1600938,1659357528119,clicks,459
1347221,1659357534656,clicks,459
1347221,1659357566802,clicks,459
1347221,1659357588334,carts,459
1347221,1659357601035,clicks,459
164205,1659357705347,clicks,459
164205,1659357722169,clicks,459
256272,1659357730405,clicks,459
1761374,1659357741979,clicks,459
764604,1659357748778,clicks,459
1600938,1659357753305,clicks,459
1347221,1659357764333,clicks,459
1347221,1659357837546,clicks,459
935263,1659357880157,clicks,459
1347221,1659357907001,orders,459
89080,1659358487397,clicks,459
80222,1659358499552,clicks,459
89080,1659359221921,clicks,459
1347221,1659367918064,clicks,459
1347221,1659376150918,clicks,459
320118,1659381196995,clicks,459
320118,1659384582694,clicks,459
1347221,1659435405862,clicks,459
1347221,1659435767629,clicks,459
164205,1659435769323,clicks,459
1347221,1659435777097,clicks,459
1658802,1660059105622,clicks,459
50424,1660142801360,clicks,459
1634780,1660142831008,clicks,459
1384693,1660142931802,clicks,459
601340,1660215886340,clicks,459
283868,1660215899963,clicks,459
890110,1660226730629,clicks,459
1384693,1660226750945,clicks,459
1384693,1660226770253,clicks,459
500570,1660319049299,clicks,459
777491,1660319098795,clicks,459
1104060,1660319111123,clicks,459
919458,1660319137152,clicks,459
904997,1660319148214,clicks,459
698928,1660319156557,clicks,459
500570,1660319179541,clicks,459
1825743,1660319643840,clicks,459
842805,1660319663209,clicks,459
1064937,1660319671963,clicks,459
261417,1660319679149,clicks,459
646039,1660319693183,clicks,459
1064937,1660319708200,clicks,459
646039,1660319732028,clicks,459
1064937,1660319771184,clicks,459
646039,1660319825866,clicks,459
1064937,1660319843671,clicks,459
646039,1660319844965,clicks,459
261417,1660319846072,clicks,459
159671,1660319859971,clicks,459
261417,1660319870051,clicks,459
1064937,1660319889295,clicks,459
261417,1660320113122,clicks,459
1709301,1660320128084,clicks,459
812723,1660320142387,clicks,459
1384693,1660407141731,clicks,459
50424,1660407168175,clicks,459
1384693,1660407197895,clicks,459
646039,1660493345135,clicks,459
646039,1660493363157,carts,459
1064937,1660493372619,clicks,459
261417,1660493392521,clicks,459
812723,1660493399977,clicks,459
1565267,1660493411289,clicks,459
480314,1660493415955,clicks,459
812723,1660493424925,clicks,459
812723,1660493448684,clicks,459
1565267,1660493458548,clicks,459
1751095,1660493480508,clicks,459
1841242,1660493486280,clicks,459
480314,1660493586905,clicks,459
751834,1660639025795,clicks,459
646039,1660639037851,clicks,459
544144,1660945397850,clicks,459
664770,1661097287839,clicks,459
1264763,1661097296334,clicks,459
664770,1661097315825,clicks,459
1264763,1661097337343,clicks,459
367255,1661097350445,clicks,459
1264763,1661252106603,clicks,459
403842,1661252142940,clicks,459
1154922,1661252152798,clicks,459
403842,1661252154396,clicks,459
421847,1661252157025,clicks,459
403842,1661252160289,clicks,459
403842,1661252173091,carts,459
646039,1661252178570,clicks,459
403842,1661257872772,clicks,459
403842,1661257877115,clicks,459
403842,1661257879242,clicks,459
1702390,1661257883643,clicks,459
910955,1661257899461,clicks,459
1009562,1661257901582,clicks,459
1093904,1661259514183,clicks,459
401339,1661259527905,clicks,459
1093904,1661259554154,clicks,459
401339,1661259571555,clicks,459
1264763,1661286799246,clicks,459
664770,1661342295374,clicks,459
1264763,1661342301936,clicks,459
1264763,1661342318486,clicks,459
386164,1661342324615,clicks,459
386164,1661342337463,carts,459
386164,1661353100042,clicks,459
273102,1661353117670,clicks,459
879765,1661354391063,clicks,459
545490,1661354441377,clicks,459
221513,1661354452154,clicks,459
221513,1661354457786,clicks,459
1057728,1661354474747,clicks,459
83057,1661365710986,clicks,459
296454,1661365732720,clicks,459
59069,1661366409687,clicks,459
1346229,1661366414522,clicks,459
1718810,1661368375465,clicks,459
1618213,1661368412174,clicks,459
1618213,1661368495213,clicks,459
57014,1661368505017,clicks,459
502590,1661368518343,clicks,459
218263,1661368528980,clicks,459
502590,1661368533718,clicks,459
682691,1661368593744,clicks,459
1221566,1661368602905,clicks,459
1076092,1661368618761,clicks,459
1378713,1661368640513,clicks,459
1399894,1661368677020,clicks,459
1276365,1661371952039,clicks,459
786536,1661371997860,clicks,459
369615,1661438337550,clicks,459
1535296,1661438417605,clicks,459
1734475,1661438521722,clicks,459
545490,1661438565315,clicks,459
386164,1661526735095,clicks,459
664770,1661526748887,clicks,459
1618213,1661526811211,clicks,459
1618213,1661526830183,clicks,459
545490,1661527642771,clicks,459
545490,1661527717122,carts,459
1734475,1661527721945,clicks,459
545490,1661541292655,clicks,459
781370,1661541345302,clicks,459
143920,1661541406148,clicks,459
1122221,1661541413825,clicks,459
386164,1661541420640,clicks,459
545490,1661541461507,clicks,459
520978,1661542961124,clicks,459
283868,1661542978812,clicks,459
545490,1661615287644,clicks,459
545490,1661615416635,clicks,459
545490,1661615936034,orders,459
545490,1661639019298,clicks,459
545490,1661682064307,clicks,459
207731,1661682881770,clicks,459
938892,1661694803469,clicks,459
545490,1661703453925,clicks,459
263810,1661703458497,clicks,459
59815,1659304807443,clicks,460
1400508,1659304914919,clicks,460
1741421,1659304947764,clicks,460
911808,1659428962950,clicks,460
958739,1659428991487,clicks,460
986121,1659429020539,clicks,460
1414976,1659429041167,clicks,460
927543,1659429056994,clicks,460
1358534,1659429070304,clicks,460
808644,1659429093798,clicks,460
1001469,1659429110097,clicks,460
659399,1659429254057,clicks,460
1314325,1659429342888,clicks,460
1314325,1659429348478,clicks,460
141472,1659429376027,clicks,460
381366,1659429489001,clicks,460
927543,1659478249704,clicks,460
1117172,1659478272687,clicks,460
1485795,1659478311397,clicks,460
1117172,1659560695255,clicks,460
59815,1659560945735,clicks,460
1182,1659561060767,clicks,460
1589645,1659656522038,clicks,460
895880,1659656551670,clicks,460
1306391,1659656573465,clicks,460
1414976,1659656603656,clicks,460
476628,1659656612168,clicks,460
1741421,1659656619344,clicks,460
471397,1659656635213,clicks,460
747361,1659656648563,clicks,460
523929,1659656664600,clicks,460
132970,1659656682691,clicks,460
1145211,1659656695641,clicks,460
493973,1659656720677,clicks,460
51244,1659656734256,clicks,460
208189,1660172223950,clicks,460
1557927,1660172266801,clicks,460
501445,1660172276916,clicks,460
1248272,1660172283894,clicks,460
1358534,1660172320727,clicks,460
1566944,1660172346515,clicks,460
1566944,1660172362436,clicks,460
1125282,1660172369221,clicks,460
7793,1660217809110,clicks,460
813008,1660244581715,clicks,460
1413356,1660244844741,clicks,460
34326,1660245078052,clicks,460
1342733,1660245131227,clicks,460
435253,1660245365226,clicks,460
1071629,1660245444165,clicks,460
126404,1660245588809,clicks,460
1615362,1660245621118,clicks,460
1289646,1660245660040,clicks,460
348160,1660245742957,clicks,460
405243,1660245755939,clicks,460
435253,1660319105128,clicks,460
1363682,1660319253870,clicks,460
902970,1660319380850,clicks,460
454429,1660319516564,clicks,460
1787483,1660319575837,clicks,460
1117172,1660596611375,clicks,460
659399,1660596679560,clicks,460
1645001,1660596787190,clicks,460
1117172,1660597061911,clicks,460
933762,1660597537152,clicks,460
794572,1660597578656,clicks,460
1063980,1660597599680,clicks,460
42713,1660597638833,clicks,460
1123907,1660597731133,clicks,460
1493017,1660597758529,clicks,460
1050978,1660597785489,clicks,460
1647819,1660597883634,clicks,460
1318748,1660597918940,clicks,460
1318748,1660597944155,clicks,460
1761994,1660597996547,clicks,460
1318748,1660598017683,clicks,460
1748862,1660598022738,clicks,460
1318748,1660598032186,clicks,460
306615,1660598393429,clicks,460
134950,1660598507191,clicks,460
1728102,1660601014498,clicks,460
141472,1660653608262,clicks,460
1819003,1660654725975,clicks,460
1819003,1660654780458,clicks,460
435253,1660654832716,clicks,460
399071,1660654936678,clicks,460
126404,1660738828026,clicks,460
83417,1660738892140,clicks,460
1634768,1660738925945,clicks,460
1485795,1660738969126,clicks,460
1328979,1660738977141,clicks,460
399071,1660742745357,clicks,460
1634768,1660742857434,clicks,460
399071,1660742863448,clicks,460
126404,1660742881828,clicks,460
529019,1660742889542,clicks,460
126404,1660742896499,clicks,460
1634768,1660742930240,carts,460
409783,1660743000280,clicks,460
257073,1660743046797,clicks,460
59815,1660927045839,clicks,460
59815,1660927087663,clicks,460
301081,1660927115936,clicks,460
1341695,1660927175443,clicks,460
956411,1660927238649,clicks,460
257073,1660927269925,clicks,460
1401520,1660927413701,clicks,460
1390830,1660927428331,clicks,460
1278532,1660927475283,clicks,460
659399,1661376814640,clicks,460
659399,1661376841798,clicks,460
1634768,1661376900641,clicks,460
1342733,1661376954137,clicks,460
1342733,1661376978217,clicks,460
1035962,1661377008241,clicks,460
1071629,1661377066733,clicks,460
474993,1661377199766,clicks,460
529019,1661377470557,clicks,460
141472,1661465198468,clicks,460
141472,1661465260821,clicks,460
1634768,1661465377402,clicks,460
1612181,1661526717492,clicks,460
1684779,1661526799871,clicks,460
59815,1661535854625,clicks,460
126404,1661536041099,clicks,460
1468129,1661536085566,clicks,460
1615362,1661536119461,clicks,460
1586333,1661536131737,clicks,460
1586333,1661536145772,clicks,460
1117172,1661536358330,clicks,460
435253,1661536381817,clicks,460
1626738,1661536514390,clicks,460
1626738,1661536599700,clicks,460
990186,1661536714710,clicks,460
1352355,1661636776235,clicks,460
1606740,1659304807478,clicks,461
1269912,1659304819233,clicks,461
1606740,1659304824676,clicks,461
1606740,1659304831757,clicks,461
1206551,1659304856052,clicks,461
1606740,1659304873486,clicks,461
726480,1659304877489,clicks,461
1606740,1659304897000,clicks,461
1133858,1659304905130,clicks,461
1606740,1659304920151,clicks,461
1295194,1659364019578,clicks,461
